time,aqi,pm25,pm10,o3,no2,so2,co,no,nh3,hour,day,month,aqi_lag1,aqi_change_rate
2025-06-21 12:00:00,4.0,23.37,110.28,51.6,0.07,0.5,76.73,0.0,0.0,12,21,6,4.0,0.0
2025-06-21 13:00:00,4.0,23.73,110.78,52.27,0.08,0.49,77.41,0.0,0.0,13,21,6,4.0,0.0
2025-06-21 14:00:00,4.0,24.08,110.97,53.24,0.08,0.48,78.46,0.0,0.0,14,21,6,4.0,0.0
2025-06-21 15:00:00,4.0,24.59,111.95,54.21,0.09,0.48,79.77,0.0,0.0,15,21,6,4.0,0.0
2025-06-21 16:00:00,4.0,25.39,114.73,54.66,0.08,0.48,80.54,0.0,0.0,16,21,6,4.0,0.0
2025-06-21 17:00:00,4.0,26.62,120.18,54.73,0.08,0.49,80.84,0.0,0.0,17,21,6,4.0,0.0
2025-06-21 18:00:00,4.0,28.33,128.6,54.62,0.08,0.5,80.74,0.0,0.0,18,21,6,4.0,0.0
2025-06-21 19:00:00,4.0,30.41,139.57,54.68,0.08,0.5,80.67,0.0,0.0,19,21,6,4.0,0.0
2025-06-21 20:00:00,4.0,32.8,152.22,55.51,0.08,0.49,81.12,0.0,0.0,20,21,6,4.0,0.0
2025-06-21 21:00:00,4.0,34.97,164.31,56.49,0.08,0.49,81.62,0.0,0.0,21,21,6,4.0,0.0
2025-06-21 22:00:00,4.0,36.4,173.31,56.97,0.08,0.49,81.5,0.0,0.0,22,21,6,4.0,0.0
2025-06-21 23:00:00,4.0,36.52,176.15,56.72,0.07,0.49,80.92,0.0,0.0,23,21,6,4.0,0.0
2025-06-22 00:00:00,4.0,35.16,171.36,55.81,0.07,0.49,79.74,0.0,0.0,0,22,6,4.0,0.0
2025-06-22 01:00:00,4.0,33.69,165.06,54.85,0.08,0.48,78.63,0.0,0.0,1,22,6,4.0,0.0
2025-06-22 02:00:00,4.0,32.11,157.21,53.83,0.08,0.48,77.49,0.0,0.0,2,22,6,4.0,0.0
2025-06-22 03:00:00,4.0,30.7,149.09,53.37,0.09,0.48,76.95,0.0,0.0,3,22,6,4.0,0.0
2025-06-22 04:00:00,4.0,29.83,143.58,53.8,0.09,0.48,77.35,0.0,0.0,4,22,6,4.0,0.0
2025-06-22 05:00:00,4.0,29.62,141.4,54.76,0.09,0.47,78.39,0.0,0.0,5,22,6,4.0,0.0
2025-06-22 06:00:00,4.0,29.77,141.45,55.6,0.08,0.46,79.25,0.0,0.0,6,22,6,4.0,0.0
2025-06-22 07:00:00,4.0,30.07,142.78,55.66,0.08,0.45,79.38,0.0,0.0,7,22,6,4.0,0.0
2025-06-22 08:00:00,4.0,30.35,144.39,55.19,0.07,0.46,78.93,0.0,0.0,8,22,6,4.0,0.0
2025-06-22 09:00:00,4.0,30.46,144.85,54.87,0.07,0.46,78.79,0.0,0.0,9,22,6,4.0,0.0
2025-06-22 10:00:00,4.0,30.5,144.28,55.72,0.08,0.46,79.66,0.0,0.0,10,22,6,4.0,0.0
2025-06-22 11:00:00,4.0,30.37,142.83,56.88,0.08,0.46,80.69,0.0,0.0,11,22,6,4.0,0.0
2025-06-22 12:00:00,4.0,30.29,142.17,56.59,0.09,0.45,80.78,0.0,0.0,12,22,6,4.0,0.0
2025-06-22 13:00:00,4.0,30.04,141.26,54.54,0.09,0.46,79.61,0.0,0.0,13,22,6,4.0,0.0
2025-06-22 14:00:00,4.0,29.42,138.57,51.29,0.1,0.48,77.74,0.0,0.0,14,22,6,4.0,0.0
2025-06-22 15:00:00,4.0,29.05,136.01,49.62,0.1,0.51,77.24,0.0,0.0,15,22,6,4.0,0.0
2025-06-22 16:00:00,4.0,29.27,135.22,50.29,0.09,0.52,78.61,0.0,0.0,16,22,6,4.0,0.0
2025-06-22 17:00:00,4.0,30.15,137.01,51.79,0.09,0.51,80.35,0.0,0.0,17,22,6,4.0,0.0
2025-06-22 18:00:00,4.0,31.27,140.12,52.66,0.09,0.51,81.3,0.0,0.0,18,22,6,4.0,0.0
2025-06-22 19:00:00,4.0,32.22,142.62,52.55,0.1,0.5,81.27,0.0,0.0,19,22,6,4.0,0.0
2025-06-22 20:00:00,4.0,33.16,145.58,51.8,0.1,0.5,80.49,0.0,0.0,20,22,6,4.0,0.0
2025-06-22 21:00:00,4.0,33.58,146.9,50.37,0.1,0.51,79.2,0.0,0.0,21,22,6,4.0,0.0
2025-06-22 22:00:00,4.0,33.85,147.8,49.51,0.1,0.52,78.16,0.0,0.0,22,22,6,4.0,0.0
2025-06-22 23:00:00,4.0,34.16,149.05,49.7,0.1,0.52,78.11,0.0,0.0,23,22,6,4.0,0.0
2025-06-23 00:00:00,4.0,34.45,150.47,50.66,0.09,0.51,78.58,0.0,0.0,0,23,6,4.0,0.0
2025-06-23 01:00:00,4.0,34.48,150.57,51.4,0.09,0.5,78.78,0.0,0.0,1,23,6,4.0,0.0
2025-06-23 02:00:00,4.0,34.17,149.08,51.5,0.1,0.51,78.67,0.0,0.0,2,23,6,4.0,0.0
2025-06-23 03:00:00,4.0,33.97,148.5,51.86,0.09,0.51,78.64,0.0,0.0,3,23,6,4.0,0.0
2025-06-23 04:00:00,4.0,34.29,151.06,53.88,0.09,0.51,79.95,0.01,0.0,4,23,6,4.0,0.0
2025-06-23 05:00:00,4.0,34.84,154.49,56.47,0.08,0.5,81.91,0.01,0.0,5,23,6,4.0,0.0
2025-06-23 06:00:00,4.0,34.99,155.69,57.64,0.07,0.5,82.9,0.01,0.0,6,23,6,4.0,0.0
2025-06-23 07:00:00,4.0,34.64,154.66,56.43,0.07,0.5,82.31,0.01,0.0,7,23,6,4.0,0.0
2025-06-23 08:00:00,4.0,33.95,152.48,53.86,0.06,0.5,80.85,0.01,0.0,8,23,6,4.0,0.0
2025-06-23 09:00:00,4.0,33.41,151.11,51.55,0.06,0.5,79.65,0.01,0.0,9,23,6,4.0,0.0
2025-06-23 10:00:00,4.0,33.38,151.63,50.84,0.06,0.49,79.53,0.01,0.0,10,23,6,4.0,0.0
2025-06-23 11:00:00,4.0,33.7,152.53,52.18,0.06,0.48,80.53,0.01,0.0,11,23,6,4.0,0.0
2025-06-23 12:00:00,4.0,33.87,151.62,54.71,0.07,0.48,82.21,0.01,0.0,12,23,6,4.0,0.0
2025-06-23 13:00:00,4.0,33.41,148.13,55.7,0.08,0.48,82.81,0.0,0.0,13,23,6,4.0,0.0
2025-06-23 14:00:00,4.0,32.22,142.4,53.53,0.09,0.5,81.14,0.0,0.0,14,23,6,4.0,0.0
2025-06-23 15:00:00,4.0,31.06,137.95,49.63,0.1,0.54,78.3,0.0,0.0,15,23,6,4.0,0.0
2025-06-23 16:00:00,4.0,30.62,136.56,46.87,0.11,0.56,76.38,0.0,0.0,16,23,6,4.0,0.0
2025-06-23 17:00:00,4.0,30.82,137.16,46.65,0.11,0.57,76.22,0.0,0.0,17,23,6,4.0,0.0
2025-06-23 18:00:00,4.0,31.53,138.59,47.57,0.12,0.57,76.91,0.0,0.0,18,23,6,4.0,0.0
2025-06-23 19:00:00,4.0,32.3,140.28,48.36,0.12,0.57,77.35,0.0,0.0,19,23,6,4.0,0.0
2025-06-23 20:00:00,4.0,32.94,142.26,48.74,0.12,0.57,77.51,0.0,0.0,20,23,6,4.0,0.0
2025-06-23 21:00:00,4.0,33.1,142.7,49.31,0.12,0.56,77.82,0.0,0.0,21,23,6,4.0,0.0
2025-06-23 22:00:00,4.0,32.64,140.9,50.97,0.12,0.54,78.81,0.0,0.0,22,23,6,4.0,0.0
2025-06-23 23:00:00,4.0,32.06,138.53,53.38,0.11,0.51,80.15,0.0,0.0,23,23,6,4.0,0.0
2025-06-24 00:00:00,4.0,31.47,136.12,55.5,0.11,0.5,81.6,0.0,0.0,0,24,6,4.0,0.0
2025-06-24 01:00:00,4.0,30.62,132.54,56.99,0.1,0.49,82.57,0.0,0.0,1,24,6,4.0,0.0
2025-06-24 02:00:00,4.0,30.11,130.74,57.81,0.11,0.49,82.98,0.0,0.0,2,24,6,4.0,0.0
2025-06-24 03:00:00,4.0,30.36,132.02,57.79,0.11,0.49,82.87,0.0,0.0,3,24,6,4.0,0.0
2025-06-24 04:00:00,4.0,30.84,133.88,57.18,0.1,0.5,82.43,0.01,0.0,4,24,6,4.0,0.0
2025-06-24 05:00:00,4.0,31.23,135.33,56.36,0.09,0.5,81.87,0.01,0.0,5,24,6,4.0,0.0
2025-06-24 06:00:00,4.0,31.73,137.6,55.56,0.07,0.5,81.49,0.01,0.0,6,24,6,4.0,0.0
2025-06-24 07:00:00,4.0,32.4,141.28,54.2,0.06,0.49,80.83,0.01,0.0,7,24,6,4.0,0.0
2025-06-24 08:00:00,4.0,33.02,145.23,52.19,0.06,0.49,79.91,0.01,0.0,8,24,6,4.0,0.0
2025-06-24 09:00:00,4.0,33.31,147.66,50.19,0.05,0.49,79.22,0.01,0.0,9,24,6,4.0,0.0
2025-06-24 10:00:00,4.0,33.36,148.67,49.03,0.05,0.5,79.1,0.01,0.0,10,24,6,4.0,0.0
2025-06-24 11:00:00,4.0,33.0,146.95,48.97,0.05,0.5,79.45,0.01,0.0,11,24,6,4.0,0.0
2025-06-24 12:00:00,4.0,32.59,144.17,49.65,0.06,0.5,80.0,0.01,0.0,12,24,6,4.0,0.0
2025-06-24 13:00:00,4.0,32.56,142.38,50.47,0.07,0.51,80.96,0.01,0.0,13,24,6,4.0,0.0
2025-06-24 14:00:00,4.0,32.89,142.09,50.93,0.09,0.52,81.43,0.0,0.0,14,24,6,4.0,0.0
2025-06-24 15:00:00,4.0,33.45,142.48,51.18,0.1,0.53,81.71,0.0,0.0,15,24,6,4.0,0.0
2025-06-24 16:00:00,4.0,34.07,142.48,51.41,0.1,0.54,81.83,0.0,0.0,16,24,6,4.0,0.0
2025-06-24 17:00:00,4.0,34.94,143.26,51.73,0.1,0.56,81.81,0.0,0.0,17,24,6,4.0,0.0
2025-06-24 18:00:00,4.0,36.19,145.26,52.31,0.1,0.58,82.04,0.0,0.0,18,24,6,4.0,0.0
2025-06-24 19:00:00,4.0,37.65,148.19,53.56,0.1,0.59,82.58,0.0,0.0,19,24,6,4.0,0.0
2025-06-24 20:00:00,4.0,39.03,150.99,55.57,0.1,0.6,83.76,0.0,0.0,20,24,6,4.0,0.0
2025-06-24 21:00:00,4.0,40.09,152.72,58.08,0.1,0.6,85.25,0.0,0.0,21,24,6,4.0,0.0
2025-06-24 22:00:00,4.0,40.85,153.11,61.51,0.1,0.6,87.26,0.0,0.0,22,24,6,4.0,0.0
2025-06-24 23:00:00,4.0,41.78,154.26,65.36,0.09,0.61,89.61,0.0,0.0,23,24,6,4.0,0.0
2025-06-25 00:00:00,4.0,42.76,156.12,68.64,0.09,0.62,91.61,0.0,0.0,0,25,6,4.0,0.0
2025-06-25 01:00:00,4.0,43.56,157.92,71.71,0.09,0.63,93.51,0.0,0.0,1,25,6,4.0,0.0
2025-06-25 02:00:00,4.0,44.08,158.88,73.84,0.1,0.64,95.16,0.0,0.0,2,25,6,4.0,0.0
2025-06-25 03:00:00,4.0,44.24,159.31,75.18,0.1,0.65,96.33,0.0,0.0,3,25,6,4.0,0.0
2025-06-25 04:00:00,4.0,43.88,158.99,75.24,0.08,0.65,96.56,0.01,0.0,4,25,6,4.0,0.0
2025-06-25 05:00:00,4.0,43.3,158.94,74.62,0.07,0.64,96.43,0.01,0.0,5,25,6,4.0,0.0
2025-06-25 06:00:00,4.0,42.49,158.84,73.69,0.07,0.63,96.25,0.01,0.0,6,25,6,4.0,0.0
2025-06-25 07:00:00,4.0,41.49,158.52,72.75,0.07,0.62,95.96,0.0,0.0,7,25,6,4.0,0.0
2025-06-25 08:00:00,4.0,40.45,158.36,71.63,0.07,0.61,95.38,0.0,0.0,8,25,6,4.0,0.0
2025-06-25 09:00:00,4.0,39.44,158.29,70.14,0.08,0.59,94.44,0.0,0.0,9,25,6,4.0,0.0
2025-06-25 10:00:00,4.0,38.72,159.23,68.56,0.09,0.58,93.64,0.0,0.0,10,25,6,4.0,0.0
2025-06-25 11:00:00,4.0,37.99,160.34,66.52,0.1,0.56,92.43,0.0,0.0,11,25,6,4.0,0.0
2025-06-25 12:00:00,4.0,37.41,161.78,64.19,0.1,0.55,90.84,0.0,0.0,12,25,6,4.0,0.0
2025-06-25 13:00:00,4.0,37.07,164.12,61.98,0.11,0.53,89.55,0.0,0.0,13,25,6,4.0,0.0
2025-06-25 14:00:00,4.0,37.01,167.12,60.45,0.11,0.52,88.73,0.0,0.0,14,25,6,4.0,0.0
2025-06-25 15:00:00,4.0,37.05,170.73,59.69,0.11,0.51,88.53,0.0,0.0,15,25,6,4.0,0.0
2025-06-25 16:00:00,4.0,37.45,175.96,59.4,0.1,0.5,88.5,0.0,0.0,16,25,6,4.0,0.0
2025-06-25 17:00:00,4.0,37.53,178.9,59.06,0.1,0.49,88.63,0.0,0.0,17,25,6,4.0,0.0
2025-06-25 18:00:00,4.0,37.9,182.5,58.5,0.09,0.49,88.82,0.0,0.0,18,25,6,4.0,0.0
2025-06-25 19:00:00,4.0,38.11,184.85,57.93,0.09,0.48,88.7,0.0,0.0,19,25,6,4.0,0.0
2025-06-25 20:00:00,4.0,38.27,186.76,58.05,0.08,0.46,89.03,0.0,0.0,20,25,6,4.0,0.0
2025-06-25 21:00:00,4.0,38.68,190.27,58.78,0.08,0.45,89.4,0.0,0.0,21,25,6,4.0,0.0
2025-06-25 22:00:00,4.0,39.8,196.87,60.37,0.08,0.44,90.2,0.0,0.0,22,25,6,4.0,0.0
2025-06-25 23:00:00,5.0,41.6,205.96,62.19,0.07,0.43,91.01,0.0,0.0,23,25,6,4.0,1.0
2025-06-26 00:00:00,5.0,43.63,215.1,63.72,0.07,0.42,91.65,0.0,0.0,0,26,6,5.0,0.0
2025-06-26 01:00:00,5.0,45.46,221.07,64.87,0.07,0.41,92.19,0.0,0.0,1,26,6,5.0,0.0
2025-06-26 02:00:00,5.0,46.84,222.7,64.96,0.08,0.41,92.22,0.0,0.0,2,26,6,5.0,0.0
2025-06-26 03:00:00,5.0,47.82,222.78,64.9,0.09,0.4,92.13,0.0,0.0,3,26,6,5.0,0.0
2025-06-26 04:00:00,5.0,48.41,221.79,64.34,0.09,0.39,91.94,0.0,0.0,4,26,6,5.0,0.0
2025-06-26 05:00:00,5.0,48.6,220.35,63.61,0.08,0.37,91.66,0.0,0.0,5,26,6,5.0,0.0
2025-06-26 06:00:00,5.0,48.28,217.68,62.97,0.08,0.36,91.18,0.0,0.0,6,26,6,5.0,0.0
2025-06-26 07:00:00,5.0,47.78,214.65,62.31,0.07,0.34,90.75,0.0,0.0,7,26,6,5.0,0.0
2025-06-26 08:00:00,5.0,47.12,206.12,61.87,0.07,0.32,90.48,0.0,0.0,8,26,6,5.0,0.0
2025-06-26 09:00:00,4.0,45.97,193.96,62.05,0.07,0.31,90.59,0.01,0.0,9,26,6,5.0,-1.0
2025-06-26 10:00:00,4.0,44.93,182.61,61.94,0.06,0.3,90.65,0.01,0.0,10,26,6,4.0,0.0
2025-06-26 11:00:00,4.0,44.13,173.18,60.91,0.07,0.3,89.96,0.01,0.0,11,26,6,4.0,0.0
2025-06-26 12:00:00,4.0,43.5,167.67,59.59,0.08,0.32,88.99,0.0,0.0,12,26,6,4.0,0.0
2025-06-26 13:00:00,4.0,42.7,165.6,58.7,0.1,0.33,88.12,0.0,0.0,13,26,6,4.0,0.0
2025-06-26 14:00:00,4.0,41.77,166.33,57.87,0.12,0.35,87.02,0.0,0.0,14,26,6,4.0,0.0
2025-06-26 15:00:00,4.0,40.76,168.64,56.64,0.12,0.36,85.75,0.0,0.0,15,26,6,4.0,0.0
2025-06-26 16:00:00,4.0,39.62,170.96,55.55,0.12,0.37,84.7,0.0,0.0,16,26,6,4.0,0.0
2025-06-26 17:00:00,4.0,38.86,175.01,54.51,0.12,0.39,84.0,0.0,0.0,17,26,6,4.0,0.0
2025-06-26 18:00:00,4.0,38.84,183.57,53.6,0.12,0.4,83.52,0.0,0.0,18,26,6,4.0,0.0
2025-06-26 19:00:00,4.0,39.72,197.32,52.94,0.12,0.41,83.12,0.0,0.0,19,26,6,4.0,0.0
2025-06-26 20:00:00,5.0,41.61,216.59,52.55,0.12,0.42,83.0,0.0,0.0,20,26,6,4.0,1.0
2025-06-26 21:00:00,5.0,44.31,240.96,52.3,0.13,0.43,82.92,0.0,0.0,21,26,6,5.0,0.0
2025-06-26 22:00:00,5.0,47.81,273.43,52.34,0.13,0.44,83.04,0.0,0.0,22,26,6,5.0,0.0
2025-06-26 23:00:00,5.0,51.38,309.01,52.39,0.13,0.45,83.08,0.0,0.0,23,26,6,5.0,0.0
2025-06-27 00:00:00,5.0,54.1,337.26,52.12,0.13,0.46,83.03,0.0,0.0,0,27,6,5.0,0.0
2025-06-27 01:00:00,5.0,52.87,302.11,51.97,0.13,0.46,83.05,0.0,0.02,1,27,6,5.0,0.0
2025-06-27 02:00:00,5.0,50.24,247.75,52.79,0.13,0.4,83.49,0.0,0.02,2,27,6,5.0,0.0
2025-06-27 03:00:00,1.0,0.0,0.0,54.1,0.14,0.35,84.31,0.0,0.03,3,27,6,5.0,-4.0
2025-06-27 04:00:00,4.0,45.5,180.48,54.53,0.14,0.31,85.23,0.0,0.07,4,27,6,1.0,3.0
2025-06-27 05:00:00,4.0,43.11,161.86,54.16,0.15,0.29,86.12,0.0,0.13,5,27,6,4.0,0.0
2025-06-27 06:00:00,4.0,41.86,153.97,54.12,0.14,0.28,87.08,0.01,0.2,6,27,6,4.0,0.0
2025-06-27 07:00:00,4.0,42.28,157.43,54.09,0.12,0.27,87.64,0.01,0.22,7,27,6,4.0,0.0
2025-06-27 08:00:00,4.0,43.59,168.43,53.95,0.12,0.26,88.03,0.01,0.21,8,27,6,4.0,0.0
2025-06-27 09:00:00,4.0,44.93,181.95,54.29,0.11,0.24,87.94,0.01,0.19,9,27,6,4.0,0.0
2025-06-27 10:00:00,4.0,45.44,188.15,56.45,0.1,0.26,88.22,0.0,0.25,10,27,6,4.0,0.0
2025-06-27 11:00:00,4.0,43.97,169.84,58.87,0.1,0.29,88.86,0.0,0.4,11,27,6,4.0,0.0
2025-06-27 12:00:00,4.0,40.27,137.24,60.33,0.11,0.34,89.4,0.0,0.55,12,27,6,4.0,0.0
2025-06-27 13:00:00,4.0,36.72,108.48,61.53,0.14,0.39,90.08,0.0,0.67,13,27,6,4.0,0.0
2025-06-27 14:00:00,3.0,33.69,86.73,61.25,0.18,0.42,90.1,0.0,0.73,14,27,6,4.0,-1.0
2025-06-27 15:00:00,3.0,30.74,70.5,60.18,0.23,0.45,90.29,0.0,0.73,15,27,6,3.0,0.0
2025-06-27 16:00:00,3.0,28.04,59.5,59.78,0.3,0.45,92.27,0.0,0.69,16,27,6,3.0,0.0
2025-06-27 17:00:00,3.0,25.77,52.58,59.35,0.34,0.45,94.7,0.0,0.64,17,27,6,3.0,0.0
2025-06-27 18:00:00,2.0,24.3,48.47,58.33,0.33,0.42,95.29,0.0,0.61,18,27,6,3.0,-1.0
2025-06-27 19:00:00,2.0,21.95,41.71,56.75,0.29,0.43,93.77,0.0,0.53,19,27,6,2.0,0.0
2025-06-27 20:00:00,2.0,19.35,34.0,55.03,0.24,0.41,91.11,0.0,0.42,20,27,6,2.0,0.0
2025-06-27 21:00:00,2.0,17.37,28.42,53.64,0.2,0.37,88.71,0.0,0.35,21,27,6,2.0,0.0
2025-06-27 22:00:00,2.0,15.89,24.91,52.61,0.17,0.32,86.39,0.0,0.3,22,27,6,2.0,0.0
2025-06-27 23:00:00,2.0,15.13,22.92,52.18,0.14,0.27,85.21,0.0,0.26,23,27,6,2.0,0.0
2025-06-28 00:00:00,2.0,14.8,21.37,53.01,0.12,0.23,85.03,0.0,0.24,0,28,6,2.0,0.0
2025-06-28 01:00:00,2.0,14.41,19.65,54.81,0.1,0.19,85.67,0.0,0.21,1,28,6,2.0,0.0
2025-06-28 02:00:00,2.0,13.81,18.67,56.4,0.09,0.18,85.99,0.0,0.15,2,28,6,2.0,0.0
2025-06-28 03:00:00,2.0,13.22,19.06,56.58,0.1,0.19,84.83,0.0,0.1,3,28,6,2.0,0.0
2025-06-28 04:00:00,2.0,12.22,16.8,57.91,0.1,0.16,83.88,0.0,0.08,4,28,6,2.0,0.0
2025-06-28 05:00:00,2.0,11.68,16.0,61.71,0.1,0.16,85.67,0.0,0.06,5,28,6,2.0,0.0
2025-06-28 06:00:00,2.0,10.8,14.77,66.29,0.09,0.15,89.03,0.0,0.05,6,28,6,2.0,0.0
2025-06-28 07:00:00,2.0,10.01,13.73,68.07,0.08,0.15,90.16,0.0,0.04,7,28,6,2.0,0.0
2025-06-28 08:00:00,2.0,9.8,13.48,68.02,0.08,0.14,88.96,0.0,0.03,8,28,6,2.0,0.0
2025-06-28 09:00:00,2.0,9.84,13.5,67.79,0.07,0.14,87.25,0.0,0.02,9,28,6,2.0,0.0
2025-06-28 10:00:00,2.0,9.86,13.92,67.0,0.07,0.14,85.2,0.0,0.02,10,28,6,2.0,0.0
2025-06-28 11:00:00,2.0,9.65,13.88,65.36,0.07,0.15,82.58,0.0,0.02,11,28,6,2.0,0.0
2025-06-28 12:00:00,2.0,9.1,13.17,63.45,0.08,0.15,80.26,0.0,0.01,12,28,6,2.0,0.0
2025-06-28 13:00:00,2.0,8.82,12.97,61.57,0.09,0.15,78.78,0.0,0.01,13,28,6,2.0,0.0
2025-06-28 14:00:00,1.0,8.45,12.31,59.39,0.1,0.15,77.41,0.0,0.01,14,28,6,2.0,-1.0
2025-06-28 15:00:00,1.0,8.08,11.34,57.35,0.1,0.14,76.5,0.0,0.0,15,28,6,1.0,0.0
2025-06-28 16:00:00,1.0,7.82,10.55,55.86,0.1,0.13,76.0,0.0,0.0,16,28,6,1.0,0.0
2025-06-28 17:00:00,1.0,7.93,10.48,54.02,0.1,0.13,75.46,0.0,0.0,17,28,6,1.0,0.0
2025-06-28 18:00:00,1.0,8.15,10.63,52.09,0.1,0.13,74.75,0.0,0.0,18,28,6,1.0,0.0
2025-06-28 19:00:00,1.0,8.53,11.06,50.18,0.1,0.14,74.03,0.0,0.0,19,28,6,1.0,0.0
2025-06-28 20:00:00,1.0,9.1,11.66,48.47,0.1,0.14,73.37,0.0,0.0,20,28,6,1.0,0.0
2025-06-28 21:00:00,1.0,9.68,12.2,47.27,0.1,0.14,72.82,0.0,0.0,21,28,6,1.0,0.0
2025-06-28 22:00:00,2.0,10.0,12.41,47.07,0.1,0.15,73.13,0.0,0.0,22,28,6,1.0,1.0
2025-06-28 23:00:00,1.0,9.99,12.32,47.46,0.1,0.16,73.56,0.0,0.0,23,28,6,2.0,-1.0
2025-06-29 00:00:00,1.0,9.74,12.07,48.32,0.1,0.16,74.34,0.0,0.0,0,29,6,1.0,0.0
2025-06-29 01:00:00,1.0,9.61,12.27,49.4,0.1,0.16,74.88,0.0,0.0,1,29,6,1.0,0.0
2025-06-29 02:00:00,1.0,9.71,12.54,50.53,0.11,0.16,75.47,0.0,0.0,2,29,6,1.0,0.0
2025-06-29 03:00:00,2.0,10.02,12.9,51.91,0.1,0.15,76.27,0.01,0.0,3,29,6,1.0,1.0
2025-06-29 04:00:00,2.0,10.58,13.56,53.72,0.08,0.14,77.31,0.01,0.0,4,29,6,2.0,0.0
2025-06-29 05:00:00,2.0,11.24,14.5,55.62,0.07,0.14,78.5,0.01,0.0,5,29,6,2.0,0.0
2025-06-29 06:00:00,2.0,11.87,15.42,57.65,0.06,0.14,80.54,0.01,0.0,6,29,6,2.0,0.0
2025-06-29 07:00:00,2.0,12.35,16.06,59.88,0.05,0.14,84.1,0.01,0.0,7,29,6,2.0,0.0
2025-06-29 08:00:00,2.0,12.6,16.38,62.23,0.04,0.14,90.17,0.01,0.0,8,29,6,2.0,0.0
2025-06-29 09:00:00,2.0,12.61,16.39,64.68,0.04,0.13,99.15,0.01,0.0,9,29,6,2.0,0.0
2025-06-29 10:00:00,2.0,12.39,16.2,68.02,0.04,0.13,112.0,0.01,0.0,10,29,6,2.0,0.0
2025-06-29 11:00:00,2.0,11.82,15.83,72.13,0.05,0.13,126.22,0.01,0.0,11,29,6,2.0,0.0
2025-06-29 12:00:00,2.0,11.17,15.64,75.18,0.07,0.13,132.55,0.0,0.0,12,29,6,2.0,0.0
2025-06-29 13:00:00,2.0,10.71,15.69,76.01,0.08,0.14,125.21,0.0,0.0,13,29,6,2.0,0.0
2025-06-29 14:00:00,2.0,10.97,16.76,75.48,0.09,0.16,109.6,0.0,0.0,14,29,6,2.0,0.0
2025-06-29 15:00:00,2.0,11.41,18.55,74.42,0.1,0.18,95.51,0.0,0.0,15,29,6,2.0,0.0
2025-06-29 16:00:00,2.0,11.21,19.84,72.51,0.1,0.21,87.23,0.0,0.0,16,29,6,2.0,0.0
2025-06-29 17:00:00,2.0,10.77,20.8,69.66,0.1,0.23,83.19,0.0,0.0,17,29,6,2.0,0.0
2025-06-29 18:00:00,2.0,10.72,22.6,66.61,0.1,0.25,81.32,0.0,0.0,18,29,6,2.0,0.0
2025-06-29 19:00:00,2.0,11.25,25.34,64.24,0.1,0.26,80.25,0.0,0.0,19,29,6,2.0,0.0
2025-06-29 20:00:00,2.0,12.33,28.28,62.33,0.09,0.28,79.52,0.0,0.0,20,29,6,2.0,0.0
2025-06-29 21:00:00,2.0,13.34,30.24,60.84,0.09,0.28,78.97,0.0,0.0,21,29,6,2.0,0.0
2025-06-29 22:00:00,2.0,14.3,32.2,59.21,0.09,0.29,77.98,0.0,0.0,22,29,6,2.0,0.0
2025-06-29 23:00:00,2.0,15.39,35.73,57.38,0.09,0.31,76.85,0.0,0.0,23,29,6,2.0,0.0
2025-06-30 00:00:00,2.0,16.56,40.65,55.68,0.09,0.33,75.72,0.0,0.0,0,30,6,2.0,0.0
2025-06-30 01:00:00,2.0,17.84,48.1,54.09,0.09,0.35,74.69,0.0,0.0,1,30,6,2.0,0.0
2025-06-30 02:00:00,3.0,19.14,59.34,52.12,0.1,0.39,73.57,0.0,0.0,2,30,6,2.0,1.0
2025-06-30 03:00:00,3.0,20.65,75.89,49.1,0.1,0.45,72.22,0.0,0.0,3,30,6,3.0,0.0
2025-06-30 04:00:00,3.0,22.19,94.36,45.33,0.1,0.51,70.51,0.01,0.0,4,30,6,3.0,0.0
2025-06-30 05:00:00,4.0,23.59,109.91,41.67,0.1,0.57,68.82,0.01,0.0,5,30,6,3.0,1.0
2025-06-30 06:00:00,4.0,24.47,118.03,38.97,0.09,0.61,67.56,0.01,0.0,6,30,6,4.0,0.0
2025-06-30 07:00:00,4.0,24.75,120.24,37.32,0.08,0.62,66.82,0.01,0.0,7,30,6,4.0,0.0
2025-06-30 08:00:00,4.0,24.84,120.7,36.78,0.07,0.61,66.76,0.01,0.0,8,30,6,4.0,0.0
2025-06-30 09:00:00,4.0,24.95,122.13,36.95,0.07,0.59,67.17,0.01,0.0,9,30,6,4.0,0.0
2025-06-30 10:00:00,4.0,25.04,123.57,37.45,0.06,0.57,67.75,0.01,0.0,10,30,6,4.0,0.0
2025-06-30 11:00:00,4.0,24.69,121.49,37.9,0.07,0.55,68.14,0.01,0.0,11,30,6,4.0,0.0
2025-06-30 12:00:00,4.0,24.12,115.76,38.48,0.08,0.53,68.67,0.0,0.0,12,30,6,4.0,0.0
2025-06-30 13:00:00,4.0,23.18,107.66,39.48,0.09,0.51,69.68,0.0,0.0,13,30,6,4.0,0.0
2025-06-30 14:00:00,4.0,22.04,100.86,40.52,0.1,0.48,70.71,0.0,0.0,14,30,6,4.0,0.0
2025-06-30 15:00:00,4.0,21.81,101.43,40.47,0.1,0.48,70.74,0.0,0.0,15,30,6,4.0,0.0
2025-06-30 16:00:00,4.0,21.88,104.51,39.65,0.11,0.48,70.09,0.0,0.0,16,30,6,4.0,0.0
